"","Site ID","COUNTY","latitude","longitude","name","AQI_20210311","AQI_20210310","AQI_20210309","AQI_20210308","AQI_20210307","AQI_20210306","AQI_20210305","AQI_20210304","AQI_20210303","AQI_20210302","AQI_20210301","AQI_20210228","AQI_20210227","AQI_20210226","AQI_20210225","AQI_20210224","AQI_20210223","AQI_20210222","AQI_20210221","AQI_20210220","AQI_20210219","AQI_20210218","AQI_20210217","AQI_20210216","AQI_20210215","AQI_20210214","AQI_20210213","AQI_20210212","AQI_20210211","AQI_20210210","AQI_20210209","AQI_20210208","AQI_20210207","AQI_20210206","AQI_20210205","AQI_20210204","AQI_20210203","AQI_20210202","AQI_20210201","AQI_20210131","AQI_20210130","AQI_20210129","AQI_20210128","AQI_20210127","AQI_20210126","AQI_20210125","AQI_20210124","AQI_20210123","AQI_20210122","AQI_20210121","AQI_20210120","AQI_20210119","AQI_20210118","AQI_20210117","AQI_20210116","AQI_20210115","AQI_20210114","AQI_20210113","AQI_20210112","AQI_20210111","AQI_20210110","AQI_20210109","AQI_20210108","AQI_20210107","AQI_20210106","AQI_20210105","AQI_20210104","AQI_20210103","AQI_20210102","AQI_20210101","AQI_20201231","AQI_20201230","AQI_20201229","AQI_20201228","AQI_20201227","AQI_20201226","AQI_20201225","AQI_20201224","AQI_20201223","AQI_20201222","AQI_20201221","AQI_20201220","AQI_20201219","AQI_20201218","AQI_20201217","AQI_20201216","AQI_20201215","AQI_20201214","AQI_20201213","AQI_20201212","AQI_20201211","AQI_20201210","AQI_20201209","AQI_20201208","AQI_20201207"
"1",170310001,"Cook",41.6709918952829,-87.7324568962847,"VILLAGE GARAGE",47.2857142857143,48.1428571428571,47.2857142857143,43.4285714285714,40.1428571428571,40.1428571428571,40.8571428571429,42.7142857142857,44.1428571428571,42.2857142857143,41.7142857142857,44.7142857142857,46.7142857142857,50.5714285714286,53.7142857142857,55.1428571428571,58.4285714285714,57,51.5714285714286,46.4285714285714,39.4285714285714,35.2857142857143,31.8571428571429,30.7142857142857,34,38.8571428571429,37.8571428571429,36.2857142857143,34.1428571428571,36.5714285714286,36.5714285714286,35.3333333333333,32.8,36.5,39.5,44.5,40,32.25,39.4,41.5,41.2857142857143,41,35.8571428571429,33.4285714285714,33.2857142857143,28.8571428571429,25.8571428571429,24.1428571428571,24.2857142857143,25.7142857142857,30,33.5714285714286,34.7142857142857,36.4285714285714,40.1428571428571,41.4285714285714,41.2857142857143,38,41.2857142857143,42,41.5714285714286,41.2857142857143,43.7142857142857,48.4285714285714,52.4285714285714,47.4285714285714,46.2857142857143,43.8571428571429,43.1428571428571,38.1428571428571,31.4285714285714,26.5714285714286,25.2857142857143,22.4285714285714,24.7142857142857,25.4285714285714,30.2857142857143,38,42.8571428571429,45.4285714285714,46.1428571428571,44.5714285714286,40,36.5714285714286,37.5714285714286,40.8571428571429,43.8571428571429,47.7142857142857,52,54.5714285714286,55.1428571428571,51.1428571428571,45.7142857142857,39.7142857142857,37.3333333333333
"2",170310076,"Cook",41.7513999786378,-87.7134881520007,"COM ED MAINTENANCE BLDG",45.1428571428571,45.1428571428571,44.2857142857143,40.2857142857143,36.4285714285714,37.2857142857143,39.1428571428571,40.4285714285714,42.7142857142857,41.4285714285714,40.5714285714286,44.1428571428571,46,49.1428571428571,53.2857142857143,55.2857142857143,58.4285714285714,59,55.1428571428571,52.2857142857143,47.1428571428571,43,41,37.4,40.4,46.6,44.8,41.2,37.2,37.3333333333333,39.2857142857143,38,34.1428571428571,35,36.8571428571429,40.5714285714286,40.2857142857143,36.8571428571429,34.4285714285714,37.5714285714286,39.7142857142857,39.7142857142857,35.8571428571429,32.8571428571429,33.8333333333333,36.6666666666667,32.5,28.5,26.6666666666667,26.3333333333333,30.6666666666667,32.5714285714286,34.1428571428571,37.4285714285714,42,43.5714285714286,43,39.5714285714286,42.8571428571429,43.2857142857143,41.4285714285714,40.5714285714286,42.8571428571429,47.5714285714286,51.8571428571429,47,45.5714285714286,43.7142857142857,42.5714285714286,38.4285714285714,33,28.4285714285714,26.8571428571429,23.8571428571429,24.7142857142857,25.7142857142857,29.8571428571429,36.4285714285714,40.4285714285714,42,42.8571428571429,42.1428571428571,38.1428571428571,33.1428571428571,33.5714285714286,37,41.8571428571429,45.7142857142857,49.8571428571429,52.2857142857143,54.8571428571429,51.5714285714286,49,45.5714285714286,41
"3",170310119,"Cook",41.5786196210494,-87.5574060746384,"Kingery Near Road #1",52.4285714285714,52.1428571428571,53.1428571428571,50.4285714285714,47.2857142857143,47,48.7142857142857,52.2857142857143,56.3333333333333,54.8,55,60,64.5,63,NA,NA,NA,NA,NA,NA,NA,NA,45,57.5,59,60.5,57.4,54.5,54.2857142857143,55.8571428571429,54.4285714285714,51,46.1428571428571,45.8571428571429,46.5714285714286,47.8571428571429,47.2857142857143,44.2857142857143,43.8571428571429,48.2857142857143,50,51,45.1428571428571,42.2857142857143,42.7142857142857,46.2857142857143,44.7142857142857,43.4285714285714,42.8571428571429,45.4285714285714,49.2857142857143,52.2857142857143,52.7142857142857,53.5714285714286,56.5714285714286,57.5714285714286,54.7142857142857,49.4285714285714,52.5714285714286,53,53,51.5714285714286,52.7142857142857,58,63.1428571428571,58,55.8571428571429,53.2857142857143,53.2857142857143,50,45,39.4285714285714,37,35.1428571428571,36.4285714285714,36.8571428571429,40.7142857142857,48.5714285714286,55.1428571428571,57.4285714285714,57.4285714285714,55.8571428571429,51.5714285714286,47.2857142857143,49,51.8571428571429,57.2857142857143,61.5714285714286,65.7142857142857,67.5714285714286,65,59.8571428571429,55.7142857142857,50.8571428571429,45.7142857142857
"4",170314007,"Cook",42.0602846910538,-87.8632254343829,"REGIONAL OFFICE BUILDING",58,53.6666666666667,50.6666666666667,40.6666666666667,37.5,42.2,47,48.5714285714286,53.5714285714286,51.1428571428571,49.1428571428571,54.1428571428571,56,60.1428571428571,64.8571428571429,65.8571428571429,68.8571428571429,67.5714285714286,60.4285714285714,54.7142857142857,46.1428571428571,39.5714285714286,37.4285714285714,37.1428571428571,40.2857142857143,44.5714285714286,44.1428571428571,42.4285714285714,39.5714285714286,39,35.6,31.75,28,26.5,35,50.5,46.3333333333333,43.25,38.8,42.1666666666667,44.1428571428571,44.2857142857143,40.2857142857143,37.7142857142857,37,42,39.7142857142857,37.2857142857143,35.8571428571429,37.1666666666667,40.6,43.5,39.3333333333333,43,47,46.6666666666667,39.5,35.8,43.6666666666667,47,47.5714285714286,49.7142857142857,54.7142857142857,61,66.7142857142857,61.2857142857143,58.4285714285714,54.5714285714286,54.2857142857143,50.8571428571429,44.8571428571429,39.1428571428571,36,34.1666666666667,36,35.3333333333333,38.1666666666667,47.1666666666667,51.6666666666667,54,49.4285714285714,47.4285714285714,42.1428571428571,35,33,37.5714285714286,42.4285714285714,47,51.2857142857143,53,57.1428571428571,55,50.8571428571429,45.7142857142857,41.5714285714286
"5",170434002,"DuPage",41.7710709444974,-88.1525336515249,"CITY HALL",49.8571428571429,51.2857142857143,51.1428571428571,47.4285714285714,43.2857142857143,43.1428571428571,43,45.2857142857143,47,45.4285714285714,43.1428571428571,47.1428571428571,48,53.1428571428571,58.1428571428571,60.7142857142857,64.4285714285714,64.5714285714286,58.2857142857143,54.4285714285714,45.5714285714286,39.8571428571429,36.4285714285714,34.5714285714286,38,43.1428571428571,42.7142857142857,42,40.1428571428571,41.2857142857143,41.4285714285714,39.5714285714286,36.5714285714286,37.7142857142857,41.2857142857143,44.1428571428571,42.5714285714286,39.1428571428571,37.5714285714286,41.8571428571429,44.1428571428571,41.8571428571429,37.5714285714286,34.5714285714286,33.1428571428571,36.8571428571429,34.7142857142857,32.2857142857143,32,33.1428571428571,35.8333333333333,41.3333333333333,42.1666666666667,43.3333333333333,47.5,49.5,48.6666666666667,48.7142857142857,50.7142857142857,51,50.4285714285714,50.2857142857143,53.1428571428571,58.4285714285714,59.7142857142857,56.2857142857143,54.4285714285714,52.4285714285714,52.2857142857143,48.2857142857143,40.4285714285714,35.7142857142857,33.5714285714286,31.5714285714286,32.1428571428571,32.4285714285714,36.1428571428571,45,49,51.1428571428571,50.7142857142857,50.2857142857143,43.8571428571429,36.5714285714286,35.7142857142857,38.7142857142857,43.4285714285714,47.7142857142857,51.1428571428571,56.7142857142857,62.7142857142857,61,57.7142857142857,53,49.1428571428571
"6",171110001,"McHenry",42.221441662101,-88.2422073399828,"CARY GROVE HS",42.4285714285714,43.7142857142857,42.5714285714286,39.5714285714286,35.4285714285714,36.5714285714286,38.1428571428571,40.5714285714286,42,40.7142857142857,38.4285714285714,42.5714285714286,43.5714285714286,46.8571428571429,51.4285714285714,54.1666666666667,59.2,58.2,51.4,46.2,35.6,27.2,29.6666666666667,32,34.7142857142857,37.4285714285714,36,38.1428571428571,38.1428571428571,37.7142857142857,38.7142857142857,36.2857142857143,33.4285714285714,33.2857142857143,33.2857142857143,35.8571428571429,34.8571428571429,29.5714285714286,29.1428571428571,30.8571428571429,31.7142857142857,31.4285714285714,27.7142857142857,25,27,30.4285714285714,29.7142857142857,28.4285714285714,26.8571428571429,26.1428571428571,31.1428571428571,34.4285714285714,36,38.5714285714286,41,42,41.4285714285714,42,44.2857142857143,44.4285714285714,44.1428571428571,46.7142857142857,50.7142857142857,56.2857142857143,56.2857142857143,51.8571428571429,50.7142857142857,47.7142857142857,47.7142857142857,45.8571428571429,40.5714285714286,36.5714285714286,35.1428571428571,32.7142857142857,34.5714285714286,34.1428571428571,36.2857142857143,42.4285714285714,44,42.7142857142857,42.8571428571429,43.4285714285714,38.5714285714286,30.8571428571429,26.7142857142857,31.2857142857143,36.5714285714286,39,40.1428571428571,44.7142857142857,50.4285714285714,51.1428571428571,48,44.8571428571429,44.3333333333333
"7",171971002,"Will",41.526885089371,-88.1164738092357,"PERSHING SCHOOL",51.8571428571429,52.2857142857143,51.8571428571429,49.1428571428571,43.5714285714286,43.8571428571429,45.1428571428571,48,49.2857142857143,47.4285714285714,43.8571428571429,48.7142857142857,49.5714285714286,52.7142857142857,56.1428571428571,59.1428571428571,64.1428571428571,64.8571428571429,59,56.2857142857143,49.4285714285714,44.2857142857143,42.2857142857143,39.7142857142857,43.1428571428571,47.8571428571429,46.4285714285714,44.8571428571429,43.4285714285714,41.5714285714286,41.4285714285714,39.4285714285714,35.5714285714286,37.8571428571429,40.4285714285714,42.7142857142857,43.1428571428571,38.7142857142857,37.2857142857143,42.4285714285714,43.2857142857143,43,38.4285714285714,35.4285714285714,35.5714285714286,38.1428571428571,36.1428571428571,33.5714285714286,33.2857142857143,34.7142857142857,38.2857142857143,42.7142857142857,43.7142857142857,44.4285714285714,47,47.5714285714286,47.1428571428571,46,47.2857142857143,47.2857142857143,47.5714285714286,48.5714285714286,50.7142857142857,54.7142857142857,57.1428571428571,53.7142857142857,52.2857142857143,49.2857142857143,48.5714285714286,46.1428571428571,39.7142857142857,34.5714285714286,32.8571428571429,29.8571428571429,30.7142857142857,31.4285714285714,34.4285714285714,43,47.4285714285714,49.7142857142857,50.8571428571429,50.7142857142857,45.5714285714286,39.1428571428571,40.2857142857143,43.5714285714286,47.2857142857143,51.4285714285714,55.4285714285714,60.4285714285714,65.4285714285714,61.7142857142857,59,53.4285714285714,48.2857142857143
"8",171971011,"Will",41.2215370677657,-88.190967175228,"COM ED TRAINING CENTER",46.1428571428571,50.5714285714286,50.4285714285714,47,43,42.5714285714286,44,47.5714285714286,45.4285714285714,43.7142857142857,41.2857142857143,45,45.1428571428571,47.7142857142857,51.1428571428571,53.8571428571429,57.4285714285714,57.4285714285714,51.5714285714286,48.5714285714286,42.7142857142857,37.4285714285714,36.1428571428571,34.7142857142857,39,42.4285714285714,41.2857142857143,39.5714285714286,38.5714285714286,36.8571428571429,37.1428571428571,36,33.2857142857143,35,37.1428571428571,39,38.4285714285714,35,32.4285714285714,38.5714285714286,41.1428571428571,40.4285714285714,36.8571428571429,34.1428571428571,32.2857142857143,34.8571428571429,32.4285714285714,30.2857142857143,30.8571428571429,30.4285714285714,34.7142857142857,38.4285714285714,39.8571428571429,39.7142857142857,41.2857142857143,41.1428571428571,42.2857142857143,40.7142857142857,43.4285714285714,43.7142857142857,44,44.2857142857143,48,50.5714285714286,52.8571428571429,49.8571428571429,46.7142857142857,45.5714285714286,44.7142857142857,40,35,29.5714285714286,26.8571428571429,25.2857142857143,24.1428571428571,25.5714285714286,30.2857142857143,38.5714285714286,42.8571428571429,45.4285714285714,45.2857142857143,46.2857142857143,41.2857142857143,35,36.7142857142857,40,45.7142857142857,51.5714285714286,55.5714285714286,59.8571428571429,64.4285714285714,60.8571428571429,58,51.2857142857143,45.5714285714286
"9",180890034,"Lake",41.653500828937,-87.435561426,"East Chicago-Marina",50.5714285714286,53.2857142857143,51.8571428571429,47.2857142857143,44.7142857142857,48.7142857142857,50.7142857142857,53.8571428571429,54.7142857142857,52.4285714285714,50.4285714285714,53.5714285714286,56.1428571428571,62.7142857142857,67.1428571428571,67,69.8571428571429,67.8571428571429,63.2857142857143,57,48.2857142857143,42.1428571428571,41,41.5714285714286,45,47.8571428571429,46.8571428571429,45.7142857142857,44.7142857142857,46.8571428571429,45.8571428571429,46.5714285714286,43.8571428571429,47.2857142857143,48.5714285714286,51,48.0714285714286,43.0714285714286,41.5,44.9285714285714,44.6428571428571,43.5,39.1428571428571,36.9285714285714,40.3571428571429,42.5,41.7857142857143,40.5,41.1428571428571,42.2142857142857,47.2142857142857,49,49.8571428571429,51.2857142857143,55.7142857142857,54.3571428571429,52.5,47.2857142857143,51.0714285714286,51.6428571428571,50.7857142857143,48.0714285714286,51.5,57,62.2142857142857,56.5,54.9285714285714,53.2142857142857,53.2142857142857,48.7857142857143,43.2857142857143,38.2857142857143,36.2857142857143,33.4285714285714,35.5714285714286,37.1428571428571,42.1428571428571,50.1428571428571,55.5714285714286,56.8571428571429,56.8571428571429,54.8571428571429,49.7142857142857,50,52.7142857142857,56.7142857142857,62.2857142857143,67.5714285714286,69,69.4285714285714,63.8571428571429,58.1428571428571,53.4285714285714,48.8571428571429,43
"10",180890036,"Lake",41.5944266019368,-87.495043676,"Hammond- 167th St",48.1428571428571,48.4285714285714,49.2857142857143,45.8571428571429,42.1428571428571,42.7142857142857,44.7142857142857,47.7142857142857,51.8571428571429,47.7142857142857,44.8571428571429,48.7142857142857,50.4285714285714,55.5714285714286,61,61.5714285714286,65,64.1428571428571,59.2857142857143,54.2857142857143,45.7142857142857,38.7142857142857,36.2857142857143,36.1428571428571,39.1428571428571,41.8571428571429,42.5714285714286,41.7142857142857,40.1428571428571,41.4285714285714,41.1428571428571,39.7142857142857,36.5714285714286,37.7142857142857,40,42.1428571428571,40.4285714285714,36.4285714285714,36.2857142857143,42.1428571428571,43.7142857142857,42.5714285714286,38.4285714285714,36.1428571428571,37,39.7142857142857,36.8571428571429,35.1428571428571,35.7142857142857,38.3333333333333,43.5,47.1666666666667,48.5,50.3333333333333,54,56.5,51.2857142857143,47.4285714285714,50.8571428571429,51.7142857142857,51.1428571428571,49.7142857142857,50.1428571428571,55.5714285714286,60.4285714285714,55.7142857142857,53,50.8571428571429,50.5714285714286,46.8571428571429,40.8571428571429,35.2857142857143,32.2857142857143,30.4285714285714,31.8571428571429,32.8571428571429,37,45,51,55,55.1428571428571,54.4285714285714,50,46.1428571428571,47.8571428571429,50.5714285714286,55.2857142857143,59.7142857142857,62.5714285714286,64,61.4285714285714,55.5714285714286,51.7142857142857,45.2857142857143,40.1428571428571
